id,herb_hindi,synonyms,herb_english,botanical_name,varga_category,classical_properties,raw_karma_sanskrit,english_symptoms,hindi_symptoms,blocking_issues,warnings
BPN_1121,अथ दुग्धोत्थनवनीतस्य गुणानाह,,,,नवनीतवर्गः,"Rasa: स्निग्ध, शीतल | Virya: मधुर | Vipaka: चक्षुष्यं रक्त-पित्तनुत् । वृष्यं बल्यम्, ग्राहि ।",,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1122,अथ सद्योनिः सारितनवनीतस्य गुणानाह,"कषाय, आम्ल",,,नवनीतवर्गः,"Rasa: शीतल, लघु | Virya: मधुर | Vipaka: सद्यस्कं ग्राहि हिमम् । मेध्यम् ।",,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1123,अथ चिरन्तननवनीतस्य गुणानाह,"क्षार, कटु, आम्ल",,,नवनीतवर्गः,Rasa: गुरु | Vipaka: वमन/छर्दि -अर्शः कुष्ठकारकम् । श्लेष्मलं गुरु मेदस्यम् ।,,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1124,"घृत, आज्य, हविस्, सर्पिस्",,,,घृतवर्गः,"Rasa: स्वादु, गुरु, स्निग्ध | Guna: शीत | Vipaka: रसायनं, चक्षुष्यं, वह्निदीपनम् । विष-अलक्ष्मी-पाप-पित्ता-अनिलापहम् । अल्पाभिष्यन्दि कान्ति -ओज-तेजो-लावण्यवृद्धिकृत् । स्वर-स्मृतिकरं, उदावर्त्त-ज्वर-उन्माद-शूल-आनाह-व्रणान् हरेत् । मेध्यमायुष्यं बलकृत् । कफकरं, क्षय-वीसर्प-रक्तनुत् ।",,,,HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1125,अथ गव्यघृतस्य गुणानाह,,,,घृतवर्गः,"Rasa: गुरु | Guna: शीत | Virya: मधुर | Vipaka: चक्षुष्यं, वृष्यम्, अग्निकृत् ।स्वादुपाककरं शीतं वात-पित्त-कफापहम् । मेधा-लावण्य-कान्ति-ओज-तेजो-वृद्धिकरम् । अलक्ष्मी-पाप-रक्षोघ्नम् वयसः स्थापकम्।  बल्यं, पवित्रम्, आयुष्यं, सुमङ्गल्यं, रसायनं, सुगन्धं, रोचनं, चारु, सर्वाज्येषु गुणाधिकम् ।",,,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1126,अह माहिषघृतस्य गुणानाह,,,,घृतवर्गः,"Rasa: शीतल, गुरु | Virya: मधुर | Vipaka: पित्त-रक्त-अनिलापहम्, वृष्यं, श्लेष्मलम् |",,,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1127,हैय्यङ्गवीन,,,,घृतवर्गः,"Vipaka: चक्षुष्यं, दीपनं, रुचिकृत्परम्, बलकृद्, बृंहणं, वृष्यं, विशेषाज्ज्वरनाशनम् ।",,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_1128,अथ तिलतैलगुणानाह,"मधुर, कषाय, तिक्त",,,तैलवर्गः,"Rasa: गुरु, विशद, सूक्ष्म | Guna: उष्ण | Virya: मधुर | Vipaka: स्थैर्य-बल-वर्णकर-सरम् । वृष्य-विकाशी-वात-कफापहम् । हिमं स्पर्शे-बृंहण-रक्त-पित्तकृत् । लेखनं -बद्धविण्मूत्रं -गर्भाशयविशोधनम् । दीपनं -बुद्धिदं -मेध्यं -व्यवायि-व्रणमेहनुत् । श्रोत्र-योनि-शिरः शूलनाशनम् । त्वच्यं केश्यं चक्षुष्यम् -अभ्यङ्गे लघुताकरम् । भोजनेऽन्यथा । छिन्न-भिन्न-च्युत-उत्पिष्ट- मथितक्षतपिच्चिते-भग्न-स्फुटित-विद्ध-अग्निदग्ध-विश्लिष्टदारिते-वस्तौ-पानेऽन्नसंस्कारे नस्ये कर्ण-अक्षिपूरणे । तथा अभिहतनिर्भुग्न-मृग-व्याघ्रादिविक्षते सेकाभ्यङ्गावगाहेषु तिलतैलं प्रशस्यते ।",,,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1129,ननु बृंहणलेखनयोः कथं समानाधिकरण्यमित्याह,,,,तैलवर्गः,"Rasa: रूक्ष, सूक्ष्म, स्निग्ध, मृदु, तीक्ष्ण | Vipaka: रूक्षादिदुष्टः पवनः स्रोतः संकोचयेद् । रसोऽसम्यग्वहन् कार्श्यं  कुर्यात् रक्तान्यवर्द्धनम् । तेषु प्रवेष्टुं सरतासौक्ष्म्यस्निग्धत्वमार्दवैः । तैलं क्षमं रसं नेतुं कृशानां तेन बृंहणम् । व्यवायिसूक्ष्मतीक्ष्णोष्णसरत्वैभेदसः क्षयम् । शनैः प्रकुरुते तैलं तेन लेखनमीरितम् । द्रुतं पुरीषं बध्नाति स्खलितं पत्प्रवर्त्तयेत् । ग्राहकं सारकं च ।",,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1130,अथ सर्षपराजिका तैलयोर्गुणानाह,कटु,,,तैलवर्गः,Rasa: तीक्ष्ण | Guna: उष्ण | Virya: कटु | Vipaka: अग्निदीपनं -लेखनं -स्पर्शं -पित्ता-अस्रदूषकम् । कफ-मेद-अनिल-आर्शोघ्न-शिरः-कर्णामयापहम् । कण्डू-कुष्ठ-कृमि-श्वित्र-कोठ-दुष्ट-क्रिमिप्रणुत् । मूत्रकृच्छ्रकृत् ।,,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1131,अथ तुवरीतैलगुणानाह,,,,तैलवर्गः,"Rasa: उष्ण, लघु, तीक्ष्ण | Vipaka: ग्राहि-कफ-अस्रजित् । वह्निकृत्-विषहृत्-कण्डू-कुष्ठ-कोठ-कृमिप्रणुत् । मेदोदोषापहं व्रणशोथहरम् ।",,,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1132,अथातसीतैलगुणानाह,कटु ? मधुर,,,तैलवर्गः,"Rasa: स्निग्ध, उष्ण, गुरु | Virya: कटु | Vipaka: आग्नेय-कफपित्तकृत् । अचक्षुष्य-बल्य-वातहरम् । मलकृत्-ग्राहि-त्वग्दोषहृद् घनम् । वस्तौ पाने तथाऽभ्यङ्गे नस्ये कर्णस्य पूरणे अनुपानविधौ चापि प्रयोज्यं वातशान्तये ।",,,,COMMENTARY_AS_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1133,अथ कुसुम्भतैलगुणानाह,आम्ल,,,तैलवर्गः,"Rasa: उष्ण, गुरु | Vipaka: विदाहि-चक्षुर्भ्यामहितं, बल्यं, रक्त-पित्त-कफ-प्रदम् ।",,,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1134,अथ खसबीज तैलगुणानाह,मधुर,,,तैलवर्गः,"Rasa: गुरु, शीतल | Virya: मधुर | Vipaka: बल्यं, वृष्यम् । वातहृत्-कफहृत् ।",,,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1135,अथैरण्डतैलगुणानाह,"मधुर , तिक्त, कटु, कषाय",,,तैलवर्गः,"Rasa: तीक्ष्ण, उष्ण, गुरु, पिच्छिल, सूक्ष्म | Virya: मधुर | Vipaka: दीपनं, वृष्यं, त्वच्यं, वयःस्थापि मेधा-कान्ति-बलप्रदम् । योनि-शुक्र-विशोधनम् । विस्रं, सारकम् । वात-उदर-आनाह-गुल्म-अष्ठीला -कटिग्रहान् हन्ति । विषमज्वर-हृद्रोग-पृष्ठ-गुह्यादिशूलनुत् । वात-शोणित-विड्बन्ध-ब्रध्न-शोथ-आम-विद्रधिहरः ।",,,,COMMENTARY_AS_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1136,तत्र काञ्जिकस्य लक्षणं गुणाँश्चाह,,,,सन्धानवर्गः,"Rasa: तीक्ष्ण, लघु, उष्ण | Vipaka: भेदि-रोचन-पाचन-दाहज्वरहर-स्पर्शात्पानाद्वात-कफापह-माषादिवटकैर्यत्तु क्रियते तद् गुणाधिकम् । वातहर-रोचन-पाचन-शूल-अजीर्ण-विबन्ध-अमनाशन-वस्तिशोधनम्",,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1137,अथ तुषोदकस्य लक्षणं गुणाँश्चाह,,,,सन्धानवर्गः,"Rasa: तीक्ष्ण, उष्ण | Vipaka: दीपन-हृद्य-पाण्डु-क्रिमि-गदापह-पाचन-पित्त-रक्त--कृद्-बस्ति-शूलनुत्",,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1138,अथ धान्याम्लस्य लक्षणं गुणाँश्चाह,,,,सन्धानवर्गः,Rasa: लघु | Vipaka: प्रीणन-दीपन- अरुचौ वातरोगेषु सर्वेष्वास्थापने हितम्,,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1139,अथ शुक्तस्य लक्षणं गुणाँश्चाह,,,,सन्धानवर्गः,"Rasa: तीक्ष्ण, ऊष्ण, रूक्ष, लघु | Vipaka: कफघ्न-रोचन-पाचन- पाण्डु-क्रिमिहर-भेदन-रक्तपित्तकृत्",,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1140,अथासुतम् तस्य लक्षणं गुणान् चाह,,,,सन्धानवर्गः,Rasa: लघु | Vipaka: रुच्य-पाचन-वातहरम्,,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1141,"मद्य, सीधु, मैरेय,इरा , मदिरा, सुरा, कादम्बरी, वारुणी, हाला तथा बलवल्लभा",आम्ल,,,सन्धानवर्गः,"Rasa: रूक्ष, तीक्ष्णं,सूक्ष्म, विशद | Guna: उष्ण | Vipaka: पित्तकृत्-वातनाशन-भेदन-शीघ्रपाक-कफहर-दीपन-रुच्य-पाचन-आशुकारि-व्यवायि-विकाशि",,,,HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1142,अथ सुराया लक्षणं गुणश्चाह,,,,सन्धानवर्गः,Rasa: गुरु | Vipaka: बल-स्तन्य-पुष्टि-मेद-कफप्रदा- ग्राहिणि - शोथ-गुल्माश-ग्रहणी-मूत्र-कृच्छ्रनुत्,,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1143,अथ सुराभेदस्य वारुण्या लक्षणगुणानाह,,,,सन्धानवर्गः,Rasa: लघु | Vipaka: लघ्वी-पीनस-आध्मान-शूलनुत्,,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1144,नवम्,,,,सन्धानवर्गः,"Rasa: विशद, गुरु | Vipaka: अभिष्यन्दि-त्रिदोषजनक-सरम् । अहृद्य-बृंहण-दाहि-दुर्गन्ध-।",,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_1145,पुराणम्,,,,सन्धानवर्गः,Rasa: लघु | Vipaka: जीर्ण -रोचिष्णु-क्रिमि-श्लेष्मा-अनिलापहम् । हृद्य-सुगन्धिगुणवत्-स्रोतोविशोधनम् ।,,,,CONTEXT_DEPENDENT_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1146,"मधु, माक्षिक, माध्वीक, क्षौद्र सारघ, मक्षिकावान्त, वरटीवान्त, भृङ्गवान्त, पुष्परसोद्भव",कषाय,,,मधुवर्गः,"Rasa: विशद, रूक्ष, सूक्ष्म, लघु | Virya: शीत | Vipaka: ग्राही-विलेखन -चक्षुष्य-दीपन -स्वर्य -व्रणशोधनरोपण -सौकुमार्यकर -सूक्ष्म-स्रोतोविशोधन -ह्लादि-प्रसादजनक -वर्ण्य  मेधाकर  -वृष्य - कुष्ठ-अर्शः-काश-पित्त-अस्र-कफ-मेह-क्लम-क्रिमीन्-मेद-तृष्णा-वमि-श्वास-हिक्का-अतीसारविड्ग्रह-दाह-क्षतक्षयान् योगवाहि-अल्पवातल",,,,HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1148,अथ तेषां लक्षणं गुणाँश्च । तत्र माक्षिकस्य लक्षणगुणानाह,,,,मधुवर्गः,Rasa: लघु | Vipaka: नेत्रामयहर-कामला-अर्श-क्षत-श्वास-कासक्षयविनाशन,,,,COMMENTARY_AS_HEADWORD|VERSE_OR_MULTILINE_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1149,अथ भ्रामरस्य लक्षणगुणानाह,,,,मधुवर्गः,"Rasa: गुरु, पिच्छिल | Guna: शीत | Virya: स्वादु/ मधुर | Vipaka: रक्तपित्तघ्न-मूत्रजाड्यकर-पाकमभिष्यन्दी-पिच्छिलम्",,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1150,(गुणैः माक्षिकवत् ),,,,मधुवर्गः,Vipaka: मेहनाशनम्,,,,MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1151,अथ पौत्तिकमधुनो लक्षणगुणानाह,,,,मधुवर्गः,Rasa: रूक्ष | Guna: उष्ण | Vipaka: पित्तदाह-अस्र-वातकृत्-विदाही-मेहकृच्छ्रघ्न-ग्रन्थ्यादिक्षतशोषि,,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1152,अथ छात्रमधुनो लक्षणं गुणाँश्चाह,,,,मधुवर्गः,"Rasa: पिच्छिल, गुरु | Guna: शीत | Virya: स्वादु/ मधुर | Vipaka: कृमि-श्वित्र-रक्त-पित्त-प्रमेहजित्-भ्रम-तृण्मोह-विषहृत्तर्पणञ्च",,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1153,अथ दालमधुनो लक्षणगुणानाह,"कषाय, आम्ल",,,मधुवर्गः,"Rasa: लघु, रूक्ष, स्निग्ध, | Virya: मधुर, लघु? | Vipaka: दीपनीय-कफापह-छर्दि-प्रमेहजित्- बृंहण-गुरु-भारिकम्",,,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1154,पुराणमधु,,,,मधुवर्गः,Rasa: रूक्ष | Vipaka: ग्राहक-मेदोघ्नमतिलेखनम्,,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_1155,"मयन, मधूच्छिष्ट, मधुशेष, सिक्थक, मध्वाधार, मदनक, मधूषित",,,,मधुवर्गः,"Rasa: स्निग्ध, मृदु | Vipaka: भूतघ्न-व्रणरोपणम्-भग्नसन्धानकृद्वात-कुष्ठ-वीसर्प-रक्तजित्",,,,HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1156,"इक्षु, दीर्घच्छद, भूरिरस, गुडमूल, असिपत्र, मधुतृण",मधुर,Sacharum officinarium,Gramineae,इक्षुवर्गः,"Rasa: स्निग्ध, गुरु | Guna: शीत | Virya: मधुर | Vipaka: रक्त-पित्तघ्न, बाल्य, वृष्य, कफप्रद, मूत्रल",Sugar Cane,,,HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,UNVERIFIED_LEGACY_ENGLISH_HERB|UNVERIFIED_LEGACY_BOTANICAL_NAME
BPN_1158,श्वेतपौण्ड्रक-भीरुकेक्षु,मधुर,,,इक्षुवर्गः,Rasa: शीतल | Virya: मधुर | Vipaka: वात-पित्तप्रशमन-बृंहण-बल्य,,,,MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1159,कोशकारेक्षुः,,,,इक्षुवर्गः,Rasa: गुरुः शीतो | Vipaka: रक्त-पित्त-क्षयापहः,,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_1160,कान्तारेक्षु,,,,इक्षुवर्गः,"Rasa: सरः, गुरुः | Vipaka: वृष्य-श्लेष्मल-बृंहण",,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_1161,शतपोरकेक्षु,क्षार,,,इक्षुवर्गः,Rasa: उष्ण | Vipaka: कोशकार संज्ञक-पवनापह,,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_1162,तापसेक्षु,मधुर,,,इक्षुवर्गः,Rasa: मृदु | Vipaka: श्लेष्मकोपनी-तर्पणी-रुचिकृच्-वृष्या-बलकारिणी,,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_1163,मनोगुप्तेक्षु,अत्यन्त मधुर,,,इक्षुवर्गः,Rasa: शीतल | Vipaka: वातहरी-तृष्णाऽऽ-आमय-विनाशिनी-रक्त-पित्तप्रणाशिनी,,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_1164,तरुण,स्वादु,,,इक्षुवर्गः,Rasa: तीक्ष्ण | Vipaka: वातहृत्-पित्तनुत्,,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_1165,यान्त्रिकेक्षु,,,,इक्षुवर्गः,Rasa: गुरुः | Vipaka: विदाही-विष्टम्भी,,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_1166,पर्युषितेक्षु,आम्लः,,,इक्षुवर्गः,Rasa: गुरुः | Vipaka: वातापह-कफपित्तकर-शोषी-भेदन-अतिमूत्रलः,,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_1167,पक्वेक्षु,,,,इक्षुवर्गः,"Rasa: गुरुः, स्निग्धः, तीक्ष्णः, रूक्ष | Vipaka: कफवातनुत् - गुल्म-आनाहप्रशमन-किञ्चित्पित्तकरः",,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_1168,अथेक्षुरसनिर्मितपदार्थगुणा,मधुर,,,इक्षुवर्गः,"Rasa: गुरु, स्निग्ध, सर, शीत | Vipaka: तृट्दाह-मूर्छा-पित्ता-अस्रनाशन, बाल्य, वृष्य, वातहर,मोहहर, विशहारिन्, बृंहण",,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|NO_KARMA_FOR_RECOMMENDATION,
BPN_1169,फाणितम्,,,,इक्षुवर्गः,Rasa: गुरु | Vipaka: अभिष्यन्दी - बृंहण-कफ-शुक्रकृत्-वात-पित्त-श्रमहर-मूत्र-वस्तिविशोधनम्,,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_1170,मत्स्यण्डी,मधुर,,,इक्षुवर्गः,Rasa: लघु | Vipaka: भेदिनी-बल्या-पित्त-अनिलापहा-बृंहणी-वृष्या-रक्तदोषापहा,,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_1171,अथ गुडस्य लक्षणं गुणाँश्चाह,,,,इक्षुवर्गः,"Rasa: गुरुः, स्निग्धः | Vipaka: वृष्य -वातघ्नो-मूत्रशोधन-मेद-कफ-क्रिमि-बलप्रदः, न अतिपित्तघ्न",,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1172,अथ पुराणगुडस्य गुणानाह,मधुर,,,इक्षुवर्गः,Rasa: लघु | Vipaka: जीर्ण-पथ्यो-अनभिष्यन्दी-अग्निपुष्टिकृत्-पित्तघ्नो-वृष्यो-वातघ्नो-असृक्प्रसादनः,,,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1173,अथ खण्डस्य गुणा,मधुर,,,इक्षुवर्गः,Rasa: स्निग्ध | Guna: शीत | Vipaka: वृष्य-चक्षुष्य-बृंहण-वात-पित्तहर-बल्य-वान्तिहरम्,,,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1174,अथ शर्करा,मधुर,,,इक्षुवर्गः,Rasa: शीत | Vipaka: वात-पित्ता-अस्र-दाह-हृत्-मूर्च्छा-च्छर्दि-ज्वरहरा -सुशीता-शुक्रकारिणी,,,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_1175,पुष्पसिता,शीत,,,इक्षुवर्गः,Rasa: लघु | Guna: शीत ? | Vipaka: रक्त-पित्तहरी,,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_1176,सितोपला,शीत,,,इक्षुवर्गः,Rasa: लघु | Guna: शीत ? | Vipaka: सारा -वात-पित्तहरी,,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_1177,अथ मधुखण्डगुणा,कषाय,,,इक्षुवर्गः,"Rasa: रूक्ष, गुरुः | Guna: शीत | Vipaka: कफ-पित्तहरा-छर्दि-अतीसार--तृड्-दाह-रक्तहृत्",,,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
