id,herb_hindi,synonyms,herb_english,botanical_name,varga_category,classical_properties,raw_karma_sanskrit,english_symptoms,hindi_symptoms,blocking_issues,warnings
BPN_0268,बलाचतुष्टयम्,"बला, वाट्यालिका, वाट्या तथा वाट्यालका महाबला, पीतपुष्पा और सहदेवी अतिबला, ऋष्यप्रोक्ता और कङ्कतिका",,,गुडूच्यादिवर्गः,Rasa: मधुर | Guna: स्निग्ध | Virya: शीत,"बलका-न्तिकृत्, ग्राहि, समीरास्र पित्तास्र क्षतनाशन, सक्षीरशर्कर-मूत्रातिसारहर, महाबलाकृच्छ्रहर, वातानुलोमिनी, अतिबलानाशन",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0272,पत्रम्,,,,गुडूच्यादिवर्गः,,"समीरघ्न, रक्तकृत्, मूत्रवर्द्धन, कर्णपिडका-नादपूयास्रावविनाशन",,,CONTEXT_DEPENDENT_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0273,बीजम्,,,,गुडूच्यादिवर्गः,"Guna: गुरु, स्निग्ध","स्तन्यद, वृष्य, , कफकर",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0274,अथ वंशः।  तस्य नामगुणानाह,,,,गुडूच्यादिवर्गः,"Rasa: स्वादु, कषाय | Virya: शीत","सर, बस्तिशोधन, छेदन, कफ-पित्तघ्न, कुष्ठा-अस्र-व्रण-शोथजित्",,,COMMENTARY_AS_HEADWORD|VERSE_OR_MULTILINE_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0275,वंशः,"वंश, त्वक्सार, कर्मार, त्वचिसार, तृणध्वज, शतपर्वा, यवफल, वेणु, मस्कर तेजन",,,गुडूच्यादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0291,अथ मुशलीकन्दः । तस्य लक्षणगुणानाह,,,,गुडूच्यादिवर्गः,"Rasa: मधुर, तिक्त | Guna: गुरु | Virya: उष्ण","बृंहणी, रसायनी, गुदजान्यनिलनाशन",,,COMMENTARY_AS_HEADWORD|VERSE_OR_MULTILINE_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0292,शतावरी महाशतावरी,"शतावरी, बहुसुता, भीरुः, इन्दीवरी, वरी, नारायणी, शतपदी, शतवीर्या पीवरी -महाशतावरी, शतमूली, ऊर्ध्वकण्टिका, सहस्रवीर्या, हेतुः, ऋष्यप्रोक्ता महोदरी",,,गुडूच्यादिवर्गः,"Rasa: तिक्त, स्वादु | Guna: स्निग्ध, लघु, गुरु | Virya: शीत",शतावरी रसायनी मेधाऽ-अग्निपुष्टिदा स्निग्धा नेत्र्या गुल्मा-अतिसारजित्  शुक्र-स्तन्य-करी वल्या वात-पित्ता-अस्र-शोथ-जित् महाशतावरी मेध्या हृद्या वृष्या रसायनी  निहन्त्य-अर्शों-ग्रहणी-नयनामयान्  तदङ्कुर-स्त्रिदोषघ्नो लघुरर्शः क्षयापहा,,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0297,लघुदन्ती बृहद्दन्ती च,,,,गुडूच्यादिवर्गः,Rasa: कटु | Guna: तीक्ष्ण | Virya: उष्ण | Vipaka: कटु,"सर, दीपन, गुदाङ्कुरा-अश्म-शूला-अस्र-कण्डू-कुष्ठ-विदाहनुत्, पित्ता-अस्र-कफ-शोथो-उदरक्रिमीहर",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0298,अथ लघुदन्तीफलम्।  तस्य गुणानाह,,,,गुडूच्यादिवर्गः,Rasa: मधुर | Virya: शीत | Vipaka: मधुर,"विण्मूत्रहरण, गर-शोथ-कफापह",,,COMMENTARY_AS_HEADWORD|VERSE_OR_MULTILINE_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0301,इन्द्रवारुणी महेन्द्रवारुणी,"ऐन्द्री, इन्द्रवारुणी, चित्रा, गवाक्षी, गवादनी वारुणी  - विशाला, महाफला, श्वेतपुष्पा, मृगाक्षी, मृगैर्वारु मृगादनी",,,गुडूच्यादिवर्गः,Rasa: तिक्त | Guna: लघु | Virya: उष्ण | Vipaka: कटु,"सर, कामला-पित्त-कफ-प्लीहोउदरापह, श्वास-कासा-पह, कुष्ठ-गुल्म-ग्रन्थि-व्रण-प्रणुत्, प्रमेह-मूढ-गर्भा-आम-गण्डामय-विषापह",,,HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0305,यवासा दुरालभा च,"यास, यवास, दुःस्पर्श, धन्वयास और कुनाशक दुरालभा, दुरालम्भा, समुद्रान्ता, रोदिनी, गान्धारी, कच्छुरा, अनन्ता, कषाया और हरिविग्रहा",,,गुडूच्यादिवर्गः,"Rasa: मधर, तिक्त, कषाय, तुवर | Guna: लघु | Virya: शीत","कफ-मेदो-मद-भ्रान्ति-पित्ता-असृक्-कुष्ठ-कासजित्, तृष्णा-विसर्प-वाता-अस्र-वमि-ज्वरहर",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0306,मुण्डी महामुण्डी,"मुण्डी, भिक्षु, श्रावणी, तपोधना, श्रवणाह्वा, मुण्डतिका और श्रवणशीर्षका  - महाश्रावणिका, भूकदम्बिका, कदम्बपुष्पिका, अव्यथा और अतितपस्विनी",,,गुडूच्यादिवर्गः,Rasa: मधुर | Guna: लघु | Virya: उष्ण | Vipaka: कटु,"मेध्या, गण्ड-अपची-कृच्छ्र-कृमि-योन्यर्त्ति-पाण्डुनुत्, श्लीपदा-अरुचि-अपस्मार-प्लीह-मेदो-गुदार्तिहृत्",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0309,अथ अपामार्गफलगुणानाह,,,,गुडूच्यादिवर्गः,Rasa: स्वादु | Guna: रुक्ष | Vipaka: स्वादु,"दुर्जर, विष्टम्भि, वातल, रक्त-पित्तप्रसादन",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0312,अथ तद्वटिकाया निर्माणविधिं गुणाँश्चाह,,,,गुडूच्यादिवर्गः,,वातहारि,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0315,रक्तपुष्पा पुनर्नवा,"रक्तपुनर्नवा, रक्तपुष्पा, शिलाटिका, शोथघ्नी, क्षुद्रवर्षाभू, वर्षकेतु",,,गुडूच्यादिवर्गः,Rasa: तिक्त | Guna: लघु | Virya: शीत | Vipaka: कटु,"वातला, ग्राहिणी, श्लेष्म-पित्त-रक्त-विनाशिनी",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0317,कृष्णशारिवा,"शारिवा, श्यामा, गोपी और गोपवधू",,,गुडूच्यादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0318,श्वेतशारिवा,"धवलशारिवा, शारिवा, गोपा, गोपकन्या, कृशोदरी, स्फोटा, श्यामा, गोपवल्ली, लता, आस्फोता और चन्दना",,,गुडूच्यादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0319,अथ सारिवाद्वयस्य गुणानाह,,,,गुडूच्यादिवर्गः,"Rasa: स्वादु | Guna: स्निग्ध, गुरु","शुक्रकर, अग्निमान्द्या-अरुचि-श्वास-कासा-आम-विष-नाशन, दोषत्रया-त्सप्रदर-ज्वरा-अतिसारनाशन",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0345,ब्राह्मी मण्डूकपर्णी,"ब्राह्मी, कपोतवङ्का, सोमवल्ली और सरस्वती  - मण्डूकपर्णी, माण्डूकी, त्वाष्ट्री, दिव्या और महौषधी",,,गुडूच्यादिवर्गः,"Rasa: तिक्त, कषाय, मधुर | Guna: लघु | Virya: शीत | Vipaka: स्वादु","सरा, मध्या, आयुष्या, रसायनी, स्वर्या, स्मृतिप्रदा, कुष्ठ-पाण्डु-मेहा-अस्र-कास-जित्, विष-शोथ-ज्वरहरी",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0347,सुवर्चला,"सुवर्चला, सूर्यभक्ता, वरदा, बदरा, सूर्यावर्त्ता और रविप्रोता ब्रह्मसुदुर्लभा",,,गुडूच्यादिवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0348,,,,,गुडूच्यादिवर्गः,"Rasa: कटु | Guna: रूक्ष, सरा, गुरु | Virya: शीत | Vipaka: स्वादु","अपित्तला, क्षारा, विष्टम्भ-कफ-वात-जित्",,,MISSING_HEADWORD,
BPN_0349,,,,,गुडूच्यादिवर्गः,"Rasa: तिक्त, कषाय, कटु | Guna: रुक्ष, लघु | Virya: उष्ण","सरा, रुक्ष, लघु, कफ-पित्ता-अस्र-श्वास-कासा-अरुचि-ज्वरा-पह, विस्फोट-कुष्ठ-मेहा-अस्र-योनिरुक्-कृमि-पाण्डु-तापह",,,MISSING_HEADWORD,
BPN_0352,देवदाली पीतदेवदाली च,"देवदाली, वेणी, कर्कटी, गरागरी, देवताड, वृत्तकोश और जीमूत",,,गुडूच्यादिवर्गः,Rasa: तिक्त | Guna: तीक्ष्ण,"विषघ्नी, गरनाशिनी, कफा-आर्शः-शोफ-पाण्डुता, वमनी, क्षय-हिक्का-कृमि-ज्वरा-पह",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0353,अथ तत्फलगुणानाह,,,,गुडूच्यादिवर्गः,Rasa: तिक्त,"कृमि-श्लेष्म-विनाशन, स्रंसन, गुल्म-शूलघ्न-अर्शोघ्न, वातजित्",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0373,अथ कुमुदम् । तस्य नामानि गुणाँश्चाह,"श्वेतकुवलय, कुमुद, कैरव",,,पुष्पवर्गः,"Rasa: मधुर | Guna: पिच्छिल, स्निग्ध | Virya: शीत",ह्लादि,,,COMMENTARY_AS_HEADWORD|VERSE_OR_MULTILINE_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0381,मालती स्वर्णजाती,"जाति, जाती, सुमना, राजपुत्रिका, चेतिका, हृद्यगन्धा",,,पुष्पवर्गः,"Rasa: तिक्त, तुवर | Guna: लघु | Virya: उष्ण","दोषजित्, शिरोऽ-अक्षि-मुख-दन्तार्त्ति-विष-कुष्ठा-अनिला-अस्रजित्",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0383,पीतयुथिका,हेमपुष्पिका,,,पुष्पवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0392,केतकः सुवर्णकेतकी च,"सूचिकापुष्पः, जम्बुकः, क्रकचच्छद",,,पुष्पवर्गः,"Rasa: कटु, स्वादु, तिक्त | Guna: लघु | Virya: उष्ण",कफापह,,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0397,अम्लाटानः,"आम्लात, आम्लातक, कुरण्टक, वर्षपुष्प, महासह",,,पुष्पवर्गः,"Rasa: कषाय, स्वादु, तिक्त, | Guna: स्निग्ध | Virya: उष्ण",,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_0407,तुलसी शुक्ला कृष्णा च,"तुलसी, सुरसा, ग्राम्या, सुलभा, बहुमञ्जरी, अपेतराक्षसी, गौरी, भूतघ्नी, देवदुन्दुभि",,,पुष्पवर्गः,"Rasa: कटु, तिक्त | Virya: उष्ण","हृद्य, दाह-पित्तकृत्, दीपनी, कुष्ठ-कृच्छ्रा-अस्र-पार्श्वरुक्-कफ-वातजित्",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0421,त्वक्पञ्चकम्,,,,वटादिवर्गः,Virya: शीत,"ग्राहि, व्रण-शोथ-विसर्पजित्",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0422,पत्रम्,,,,वटादिवर्गः,"Rasa: तिक्त, कषाय | Guna: लघु | Virya: शीत","ग्राहि, कफ-वाता-अस्रनुत्, विष्टम्भ-आध्मानजित्, लेखन",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0442,अथ तत्पुष्पफलयोर्गुणानाह,,,,वटादिवर्गः,"Rasa: स्वादु, कटु, तिक्त, कषाय | Virya: शीतल | Vipaka: कटु","वातल, कफ-पित्ता-अस्र-कृच्छ्रजित्, ग्राहि, तृड्दाह-शमक, वात-रक्त-कुष्ठ-हर",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0443,फलम्,,,,वटादिवर्गः,"Guna: लघु, रूक्ष | Virya: उष्ण | Vipaka: कटु","मेहा-आर्शः-कृमि-वात-कफा-पह, कुष्ठ, गुल्मोदरप्रणुत्",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0453,फलम्,,,,वटादिवर्गः,Rasa: तुवर,विशेषात्-कफ-शुक्र-हृत्,,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0460,आम्रः,"आम्र, चूत, रसाल, सहकार, अतिसौरभ, कामाङ्ग, मधुदूत, माकन्द, पिकवल्लभ",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0463,बालम्,,,,आम्रादिफलवर्गः,"Rasa: कषाय, अम्ल","रुच्य, मारुत-पित्तकृत्",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0472,अथ आम्रातियोगः।  तस्य दोषानाह,,,,आम्रादिफलवर्गः,,"मन्दानलत्व, विषमज्वर, रक्तामय, बद्धगुदोदर, नयनामयकर, नेत्रहित",,,COMMENTARY_AS_HEADWORD|VERSE_OR_MULTILINE_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0473,अथ आम्रातियोगदोषनिवृत्त्युपायानाह,,,,आम्रादिफलवर्गः,,अतिभक्षणे शुण्ठ्यम्भसोऽनुपान जीरकसौवर्चलाभ्याम्,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0478,पक्वम्,,,,आम्रादिफलवर्गः,"Rasa: तुवर, स्वादु | Guna: स्निग्ध, गुरु | Virya: शीत | Vipaka: स्वादु","तर्पण, श्लेष्मल, वृष्य, विष्टम्भि, बृंहण, बल्य, मरुत्-पित्त-क्षतदाह-क्षया-अस्रजित्",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0481,तत्फलम्,,,,आम्रादिफलवर्गः,Rasa: अम्ल | Guna: गुरु | Virya: उष्ण,"ग्राहि, वातघ्न, पित्तल",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0482,पक्वम्,,,,आम्रादिफलवर्गः,Guna: लघु | Virya: उष्ण,"दीपन, रुच्य, कफ-वातनुत्",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0484,अथ पनसबीजगुणानाह,,,,आम्रादिफलवर्गः,Rasa: मधुर | Guna: गुरु,"वृष्य, बद्धविट्क, सृष्टमूत्र",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0485,अथ पनसमज्जगुणानाह,,,,आम्रादिफलवर्गः,,"वृष्य, वात-पित्त-कफा-पह, गुल्मि-मन्दवह्निभिः वर्ज्य",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0486,लकुचः,"लकुच, क्षुद्रपनस, लिकुच, डहु",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0489,कदली,"कदली, वारणा, मोचा, अम्बुसारा, अंशुमतीफला",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0490,,,,,आम्रादिफलवर्गः,"Rasa: स्वादु | Guna: गुरु, स्निग्ध | Virya: शीत","विष्टम्भि, कफकृत्, पित्ता-अस्र-तृड्दाह-क्षत-क्षय-समीर-जित्",,,MISSING_HEADWORD,
BPN_0491,पक्वम्,,,,आम्रादिफलवर्गः,Rasa: स्वादु | Virya: शीत | Vipaka: स्वादु,"वृष्य, बृंहण, क्षुत्तृष्णा-नेत्रगद-हृन्मेहघ्न, रुचि-मांसकृत्",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0494,अथ कोमलजीर्णतत्फलयोर्गुणानाह,,,,आम्रादिफलवर्गः,Guna: गुरु,"पित्त-ज्वर-पित्तदोषापह, पित्तकारि, विदाहि, विष्टम्भि",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0495,अथ नारिकेलजलगुणानाह,,,,आम्रादिफलवर्गः,Rasa: स्वादु | Guna: लघु | Virya: शीतल,"हृद्य, दीपन, शुक्रल, पिपासा-पित्तजित्, वस्तिशुद्धिकर",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0496,अथ नारिकेलादीनां शिरोगुणानाह,,,,आम्रादिफलवर्गः,"Rasa: कषाय, मधुर | Guna: गुरु, स्निग्ध",बृंहण,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0497,कालिन्दम्,"कालिन्द, कृष्णबीज, कालिङ्ग, सुवर्त्तुल",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0498,,,,,आम्रादिफलवर्गः,Guna: गुरु | Virya: शीतल,"ग्राहि, दृक्-पित्त-शुक्रहृत्",,,MISSING_HEADWORD,
BPN_0499,पक्वम्,,,,आम्रादिफलवर्गः,Virya: उष्ण,"सक्षार, पित्तल, कफ-वातजित्",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0501,त्रपुसम्,"त्रपुस, कण्टकिफल, सुधावास, सुशीतल",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0502,,,,,आम्रादिफलवर्गः,Rasa: स्वादु | Guna: लघु | Virya: शीत,"नील, नव, तृट्क्लम-दाहजित्, पित्तापह, रक्त-पित्तहर",,,MISSING_HEADWORD,
BPN_0503,बीजम्,,,,आम्रादिफलवर्गः,Guna: रूक्ष | Virya: शीत,"मूत्रल, पित्ता-अस्र-कृच्छ्र-जित्",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0504,पक्वम्,,,,आम्रादिफलवर्गः,Rasa: अम्ल | Virya: उष्ण,"पित्तल, कफ-वातनुत्",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0506,अथ आद्रस्विन्नतत्फलगुणानाह,,,,आम्रादिफलवर्गः,Guna: गुरु,"अभिष्यन्दि, वह्नि-दृष्टिहर, स्विन्न, दोषत्रयच्छेदि, दृढमध्य, उत्तम",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0507,तालः,"ताल, लेख्यपत्र, तृणराज, महोन्नत",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0508,,,,,आम्रादिफलवर्गः,,"पित्त-रक्त-श्लेष्म-विवर्द्धन, दुर्जर, बहुमूत्र, तन्द्राऽ-अभिष्यन्द-शुक्रद",,,MISSING_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0510,अथ तालरसः।  नवीनस्य प्राचीनस्य च नामानि गुणाँश्चाह,,,,आम्रादिफलवर्गः,,"मदकृत्, पित्तकृत्, वातदोषहृत्",,,COMMENTARY_AS_HEADWORD|VERSE_OR_MULTILINE_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0513,अथ पक्वतत्फलगुणानाह,,,,आम्रादिफलवर्गः,Rasa: मधुर | Guna: गुरु,"त्रिदोष, दुर्जर, पूतिमारुत, विदाहि, विष्टम्भकर, वह्निमान्द्यकृत्",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0515,पक्वम्,,,,आम्रादिफलवर्गः,"Rasa: अम्ल, तुवर | Guna: गुरु","तृषा-हिक्का-शमन, वात-पित्तजित्, कण्ठशोधन, त्राहिदुर्जर",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0516,नारङ्गः,"नारङ्ग, नागरङ्ग, त्वक्सुगन्ध, मुखप्रिय",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0517,,,,,आम्रादिफलवर्गः,"Rasa: मधुर, अम्ल","रोचन, वातनाशन",,,MISSING_HEADWORD,
BPN_0519,तिन्दुकः,"तिन्दुक, स्फूर्जक, कालस्कन्ध, असितकारक",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0520,,,,,आम्रादिफलवर्गः,Guna: लघु | Virya: शीतल,"ग्राहि, वातल",,,MISSING_HEADWORD,
BPN_0521,पक्वम्,,,,आम्रादिफलवर्गः,Rasa: मधुर | Guna: गुरु,पित्त-प्रमेहा-अस्र-श्लेष्मघ्न,,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0525,बदरी,"कर्कन्धू, बदरी, अजप्रिया कुहा, कोली, विषमा, उभयकण्टका",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0526,,,,,आम्रादिफलवर्गः,Rasa: मधुर | Guna: लघु,"सम्पक्व, बृंहण, पित्त-दाहा-अस्र-क्षय-तृष्णा-निवारण",,,MISSING_HEADWORD,
BPN_0527,,,,,आम्रादिफलवर्गः,Rasa: मधुर | Guna: गुरु | Virya: शीत,"पच्यमान, भेदन, शुक्रल",,,MISSING_HEADWORD,
BPN_0528,,,,,आम्रादिफलवर्गः,"Rasa: अम्ल, कषाय, मधुर",,,,MISSING_HEADWORD|NO_KARMA_FOR_RECOMMENDATION,
BPN_0529,,,,,आम्रादिफलवर्गः,Guna: गुरु | Virya: उष्ण,"ग्राहि, रुच्य, वातहृत्, कफ-पित्तकर, सारक",,,MISSING_HEADWORD,
BPN_0530,,,,,आम्रादिफलवर्गः,Rasa: तिक्त | Guna: लघु,"वात-पित्ता-पह, शुष्क, भेदी-अग्निकृत्, तृष्णाक्लमास्रजित्",,,MISSING_HEADWORD,
BPN_0533,"करमर्दः, करमर्दिका च","करमर्द, सुषेण, कृष्णपाकफल, करमर्दिका",,,आम्रादिफलवर्गः,,,,,MULTI_ENTITY_OR_GROUP_HEADWORD|NO_PROPERTIES_OR_KARMA,
BPN_0534,,,,,आम्रादिफलवर्गः,Rasa: अम्ल | Guna: गुरु | Virya: उष्ण,"तृषाहर, रुचिकर, रक्त-पित्त-कफ-प्रद",,,MISSING_HEADWORD,
BPN_0535,पक्वम्,,,,आम्रादिफलवर्गः,Rasa: मधुर | Guna: लघु,"रुच्य, पित्त-समीर-जित्",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0536,प्रियालः,"प्रियाल, खरस्कन्ध, चार, बहुलवल्कल, राजादन, तापसेष्ट, सन्नकद्रु, धनुष्पट",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0537,,,,,आम्रादिफलवर्गः,,पित्त-कफा-अस्रघ्न,,,MISSING_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0538,तत्फलम्,,,,आम्रादिफलवर्गः,"Rasa: मधुर | Guna: गुरु, स्निग्ध","सर, मरुत्-पित्त-दाह-ज्वर-तृषा-ऽपह",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0539,अथ तन्मज्जगुणानाह,,,,आम्रादिफलवर्गः,Rasa: मधुर | Guna: स्निग्ध,"वृष्य, पित्ता-अनिलापह, हृद्य, अतिदुर्जर, विष्टम्भी, आमवर्द्धन",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0545,कैरविणीफलम्,"कुमुद्वतीबीज, कैरविणीफल, कुमुदबीज",,,आम्रादिफलवर्गः,"Guna: स्वादु, रूक्ष, गुरु | Virya: शीत",,,,NO_KARMA_FOR_RECOMMENDATION,
BPN_0547,फलम्,,,,आम्रादिफलवर्गः,"Rasa: स्वादु | Guna: गुरु, | Virya: शीत","वात-पित्तनुत्, अहृद्य, तृष्णाऽ-अस्र-दाह-श्वास-क्षत-क्षया-पह, शुक्रल",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0549,पक्वम्,,,,आम्रादिफलवर्गः,Virya: शीत | Vipaka: मधुर,"विष्टम्भि, बृंहण, हृद्य, पित्त-दाहा-अस्र-ज्वर-क्षय-समीरहृत्",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0551,अपक्वम्,,,,आम्रादिफलवर्गः,Rasa: अम्ल | Guna: गुरु | Virya: उष्ण,"सर, रक्त-पित्तकृत्",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0552,दाडिमः,"दाडिम, करक, दन्तबीज, लोहितपुष्पक",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0553,स्वादु,,,,आम्रादिफलवर्गः,"Rasa: कषाय | Guna: स्निग्ध, लघु","त्रिदोषघ्न, तृड्दाह-ज्वर-नाशन, हृत्-कण्ठ-मुख-गन्धघ्न, तर्पण, शुक्रल, ग्राहि, मेधा-बलावह",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0557,पक्वम्,,,,आम्रादिफलवर्गः,"Rasa: मधुर | Guna: स्निग्ध, गुरु | Virya: शीतल",श्लेष्मल,,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0559,द्राक्षा,"द्राक्षा, स्वादुफला, मधुरसा, मृद्वीका, हारहूरा, गोस्तनी",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0560,द्राक्षा पक्वा,,,,आम्रादिफलवर्गः,Rasa: तुवर | Guna: गुरु | Virya: शीत | Vipaka: स्वादु,"सर,चक्षुष्या, बृंहणी, स्वर्या, तुवरा, सृष्ट-मूत्रविट्, कोष्ठ-मारुत-कृत्, वृष्या, कफ-पुष्टि-रुचि-प्रदा, तृष्णा-ज्वर-श्वास-वात-वाता-अस्रकामलापह, कृच्छ्रा-अस्र-पित्त-संमोह-दाह-शोष-मदात्ययघ्न",,,MULTI_ENTITY_OR_GROUP_HEADWORD,
BPN_0561,,,,,आम्रादिफलवर्गः,Rasa: अम्ल | Guna: गुरु,"स्वल्पगुण, रक्त-पित्त-कृत्, वृष्या, गोस्तनी, गुरु, कफ-पित्तनुत्",,,MISSING_HEADWORD,
BPN_0563,अथ खर्जूरीतरुतोयगुणानाह,,,,आम्रादिफलवर्गः,,"मद-पित्तकर, वात-श्लेष्महर, रुच्य, दीपन, बल-शुक्र-कृत्",,,COMMENTARY_AS_HEADWORD|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES
BPN_0578,आम्लिका,"आम्लिका, चुक्रिका, अम्ली, चुक्रा, दन्तशठा, अम्ला, चिञ्चिका, चिञ्चा, तिन्तिडीका, तिन्तिडी",,,आम्रादिफलवर्गः,,,,,NO_PROPERTIES_OR_KARMA,
BPN_0579,,,,,आम्रादिफलवर्गः,Rasa: अम्ल | Guna: गुरु,"वातहरी, पित्त-कफा-अस्रकृत्",,,MISSING_HEADWORD,
BPN_0580,पक्वा,,,,आम्रादिफलवर्गः,Guna: रूक्ष | Virya: उष्ण,"दीपनी, सर, कफ-वातनुत्",,,CONTEXT_DEPENDENT_HEADWORD,
